id,ror,name
1316194761,01rdg4502,Museum of Vertebrate Zoology
4210138309,04c1v2b17,Center for Innovation
4210112860,01amp2a31,Senckenberg Biodiversity and Climate Research Centre
133731052,040af2s02,University of Helsinki
4210157596,04z256d90,Governors Office of Planning and Research
4210154133,03yvabt26,Instituto de Ecología
184942183,01xtthb56,University of Oslo
114681415,00vcszp55,Arizona Geological Survey
2802565870,01wz97s39,Senckenberg Research Institute and Natural History Museum Frankfurt/M
194223965,03gf8rp76,National Centre for Biological Sciences
11947397,03ht1xw27,Tata Institute of Fundamental Research
926574661,03s7gtk40,Leipzig University
4210167311,05skxkv18,Institute of Zoology
4210138902,03xvqcz58,Mount Wilson Observatory
153648349,04h699437,University of Leicester
181565077,03qt6ba18,Georgia State University
82880672,00wk2mp56,Beihang University
4210126311,03pydk223,Beijing Transportation Research Center
4210127216,031wq1t38,Ministry of Transport
13511017,05h9q1g27,Texas State University
130701444,01zkghx44,Georgia Institute of Technology
9300472,05wwcw481,Bournemouth University
2801533059,043j0f473,German Center for Neurodegenerative Diseases
4210126587,03d1zwe41,Center for Behavioral Brain Sciences
2802333474,030tcms06,Rocky Mountain Biological Laboratory
4210110903,0166x0j30,Natural History Museum Aarhus
124055696,035b05819,University of Copenhagen
111236770,0155zta11,University of Vermont
2801961127,04x4haa49,Chesapeake Bay Program
4210150103,05qyye271,Geophysical Laboratory
58286723,01r4eh644,Lunar and Planetary Institute
79817857,01r7awg59,University of Guelph
121980950,00h6set76,Utah State University
1325481341,00m72wv30,St. Josephs Hospital and Medical Center
2802534033,003sav965,Tianjin Medical University General Hospital
5740404,02mh8wx89,Tianjin Medical University
181547552,02pttbw34,Baylor College of Medicine
1281539108,03zjqec80,Hospital for Special Surgery
4210151235,04x495f64,Rainbow Babies & Childrens Hospital
4210115218,029tkqm80,St. Vincents University Hospital
1743320,04f812k67,Palo Alto University
4210117664,02k5hnj64,Pinnacle Clinical Research
2800138454,00ax59295,Cystic Fibrosis Foundation
1288882113,00dvg7y05,Boston Childrens Hospital
152304114,02e2tgs60,Lamont-Doherty Earth Observatory
131249849,00ysfqy60,Oregon State University
4210102282,0198j4566,Universidad de Las Américas
4210100742,0141xw169,Institute for Space Astrophysics and Planetology
875825670,02gh4kt33,National Institute for Astrophysics
116578957,01cyfxe35,Goddard Institute for Space Studies
2801851002,006v7bf86,Harvard University Press
96673099,04qtj9h94,Technical University of Denmark
2800753661,00v5n6851,Malin Space Science Systems (United States)
128212801,035jbxr46,Smithsonian Tropical Research Institute
7947594,01adr0w49,University of Maine
16269868,03ypqe447,Santa Clara University
4210100421,0146z4r19,National Center for Ecological Analysis and Synthesis
204337017,01aj84f44,Aarhus University
19894307,051escj72,University of Montpellier
159885104,046b3cj80,École Pratique des Hautes Études
86609021,02p9cyn66,Manaaki Whenua – Landcare Research
1308548392,01arysc35,Santa Fe Institute
4210121439,02ggwpx62,National Center for Emerging and Zoonotic Infectious Diseases
1289490764,042twtr12,Centers for Disease Control and Prevention
1281378812,0526p1y61,Oak Ridge Associated Universities
2948394018,05kewds18,Northrop Grumman (United States)
2802349782,00r348449,Office of the Assistant Secretary for Health
1331384533,03tzaeb71,University of Hawaii System
190082696,01v29qb04,Durham University
4210097213,00vxe3x87,Stuttgart Observatory
2800291525,01trfvq12,NASA Exoplanet Science Institute
180670191,043mz5j54,"University of California, San Francisco"
7287704,01h2jcs31,Jewish Hospital
4210100400,00m6w7z96,Northwestern University
4210098814,011htkb76,UPMC Health System
4210146772,04rsgp216,James Graham Brown Foundation
3019204325,05c1qsg97,Centre Hospitalier Universitaire de Nantes
4210146710,03zzw1w08,Mayo Clinic in Florida
2802423016,02s47w807,Winneshiek Medical Center
2801572250,03a9t7g49,Jacksonville College
196021976,01b6kha49,Walter and Eliza Hall Institute of Medical Research
4210103203,00st91468,Victorian Comprehensive Cancer Centre
4210155195,05cpv3t46,Hôpital Claude Huriez
2948539688,02g5p4n58,AbbVie (United States)
107720978,00cb9w016,Ain Shams University
2800555584,02a8bt934,Peter MacCallum Cancer Centre
204823248,023b72294,Huazhong Agricultural University
4210125155,036d5sh68,Institute of Food Science & Technology
4210157677,04qg81z57,Hubei Academy of Agricultural Sciences
161716053,01sfm2718,China Pharmaceutical University
114112103,0304hq317,Leibniz University Hannover
4210145746,03y8hzv17,Southeast
60138030,02vg22c33,Desert Research Institute
47508984,041kmwe10,Imperial College London
2800982586,05bnz7c87,Tall Timbers Research Station and Land Conservancy
4210126046,034ywsh12,Northeast Climate Science Center
161675122,00bdqav06,Cooperative Institute for Research in Environmental Sciences
182286215,00924z688,Institute of Arctic and Alpine Research
1339224429,01gs1cg95,Naval Information Warfare Center Pacific
1333577951,02v6w2r95,California Department of Fish and Wildlife
80605987,033tt8e33,NOAA Earth System Research Laboratory
1308126019,02z5nhe81,National Oceanic and Atmospheric Administration
4210113003,021qvjc46,Physical Sciences (United States)
4210156316,05f1fs902,Rocky Mountain Research (United States)
4210129675,036a0fn15,Pacific Southwest Research Station
4210097148,011590k05,World Wildlife Fund
4210140324,04jyp8093,National Healthcare Service Center
1332479046,03jq88n71,Seattle Cancer Care Alliance
3019308854,01xf75524,Moffitt Cancer Center
4210104185,01k15w004,Sarcoma Oncology Center
2801827564,00wys9y90,Herlev Hospital
4210156450,05sxbyd35,University Medical Centre Mannheim
2802164966,013czdx64,University Hospital Heidelberg
4210151091,04wadq306,Candiolo Cancer Institute
150468666,03czfpz43,Emory University
4210143012,03qwghy04,Duran i Reynals Hospital
4210106184,02bb3e325,Threshold Pharmaceuticals (United States)
4210141491,04fnb9f41,Sarcoma Alliance for Research through Collaboration
2800231306,0424bsv16,Universitair Ziekenhuis Leuven
1335321130,01z7r7q48,Childrens Hospital of Philadelphia
1294278766,03a6zw892,Lurie Childrens Hospital
1314135232,003rfsp33,Nationwide Childrens Hospital
4210150980,051vg8924,Boston Childrens Museum
4210146983,050fhx250,Childrens Healthcare of Atlanta
4210142620,047afsm11,Erasmus MC - Sophia Children’s Hospital
4210101648,01a1jjn24,Connecticut Childrens Medical Center
4210144401,04sh9kd82,Starship Childrens Health
4210167058,02t3p7e85,Queensland Children’s Hospital
4210151884,05h0f1d70,C. S. Mott Childrens Hospital
4210132277,03vnj0h28,Duke Childrens Hospital & Health Center
4210090149,009z5t729,Cook Childrens Medical Center
4210150184,04j36h363,Childrens Hospital & Medical Center
4210113049,024eyyq66,Armed Forces Hospital
167576493,04raf6v53,Colorado School of Mines
2800772125,05pxjag90,Denver Federal Center
4322298,044w7a341,Towson University
146416000,001tmjg57,University of Kansas
164936912,04d5vba33,The University of Texas at El Paso
2801404133,056hf9h18,New York State Department of Agriculture and Markets
4210096498,00n2w1t65,Presbyterian Hospital
2799886695,05eq41471,Veterans Health Administration
74775410,008zs3103,Rice University
4654613,039bjqg32,University of Warsaw
4210124494,037p5ng50,Bolivian Forest Research Institute
104362916,01w17ks16,Gabriel René Moreno Autonomous University
1282913463,05tkvpg69,Centro Agronomico Tropical de Investigacion y Ensenanza Catie
200399037,02yg0nm07,University of Puerto Rico System
80850581,04x3wvr31,Universidade Federal de Uberlândia
2799870028,026dk4f10,Alexander von Humboldt Biological Resources Research Institute
142879360,031e6xm45,Universidad del Norte
4210137556,03t46vz87,Institute of Orthopedic Research and Education
2802336062,059jq5127,Harborview Medical Center
919571938,03gds6c39,The University of Texas Health Science Center at Houston
27897274,02hssy432,Istituto Superiore di Sanità
107672454,049s0rh22,Dartmouth College
1343180700,01ek73717,Intel (United States)
219193219,02dqehb95,Purdue University West Lafayette
2799424032,05t8s3y29,Discovery Institute
188891513,03m1g2s55,Sanford Burnham Prebys Medical Discovery Institute
4210135349,03g897070,Shanghai Institute of Optics and Fine Mechanics
90610280,0530pts50,South China University of Technology
184746854,04ps1r162,Lincoln University
147482076,03sbzv212,Institute for Scientific and Technological Research
1315085146,0122bmm03,Universidade Federal de Lavras
154136665,048r72142,Scion
199440890,001g2fj96,American University of Sharjah
166972335,04ckqgs57,Kenyon College
55021457,01kmz4383,World Agroforestry Centre
111455621,03v8adn41,"Queens College, CUNY"
174216632,00453a208,City University of New York
121847817,00awd9g61,"The Graduate Center, CUNY"
134113660,01keh0577,University of Nevada Reno
4210135981,03n7hja66,Louisiana Department of Natural Resources
133999245,0406gha72,"University of Nevada, Las Vegas"
119443389,05rfqv493,East Tennessee State University
4210150290,048fyec77,Murdoch Childrens Research Institute
4210098750,0107t3e14,Akron Childrens Hospital
1317897188,01kmtg526,Children’s Institute
1334016132,05a25vm86,Lucile Packard Childrens Hospital
2801317318,057q4rt57,Hospital for Sick Children
4210141030,04374qe70,SickKids Foundation
4210087384,00414dg76,Rady Childrens Hospital-San Diego
4210089330,007evha27,Cooper Medical School of Rowan University
4210127752,03032jm09,Levine Childrens Hospital
4210100294,00m9f2x37,Center for Children
108290504,03ad39j10,University of Pisa
2802351361,01gv74p78,Centre Hospitalier Universitaire Sainte-Justine
901861585,05dq2gs74,Vanderbilt University Medical Center
4210153200,04n901w50,British Columbia Childrens Hospital
1295499534,01njes783,Seattle Childrens Hospital
4210147586,05cz92x43,Texas Childrens Hospital
4210097341,01nxwmg26,Georgia Urology
94062374,010bgev76,Florida College
2800079252,02gs2e959,Royal North Shore Hospital
98251732,02fa3aq29,McMaster University
1299303238,01cwqze88,National Institutes of Health
4210138563,03myjph80,Wellcome Centre for Mitochondrial Research
79266365,01vdt8f48,MRC Mitochondrial Biology Unit
2799903593,00hjz7x27,Georgetown University Medical Center
184565670,05vzafd60,Georgetown University
9927081,020hwjq30,Aalto University
30771326,042t93s57,Italian Institute of Technology
175532246,00cyydd11,University of Eastern Finland
1321305853,04grmx538,National Bureau of Economic Research
4210153546,0508h6p74,Flatiron Health (United States)
911713783,03gtdcg60,Diego Portales University
75421653,01w0d5g70,University of Missouri–Kansas City
4210149442,05rwjyj14,Fusion Academy
129902397,01e6qks80,Dalhousie University
2609998029,04m24yn62,National Radio Astronomy Observatory
4210158571,04jvemc39,Max Planck Institute for Radio Astronomy
4210134800,0431hh004,Institut dÉlectronique et des Systèmes
4210136062,04j0y0e37,Brown Foundation
27804330,05gq02987,Brown University
4210106942,02dpmge29,International Centre for Climate Change and Development
162608824,00ayhx656,University of Sussex
1118541,026k5mg93,University of East Anglia
151746483,01aff2v68,University of Waterloo
193662353,04pp8hn57,Utrecht University
2800195862,05c3kvr55,Bangladesh Centre for Advanced Studies
144428437,01t3zke88,German Institute of Development and Sustainability
1309191912,03eqttr49,Research Triangle Park Foundation
4210114143,025vn3989,GlaxoSmithKline (United States)
188950975,01xsqw823,GlaxoSmithKline (United Kingdom)
2799597470,00s18am05,Everglades University
1322780083,056vcnr65,Minnesota Department of Natural Resources
1343028186,04k7dar27,United States Fish and Wildlife Service
173911158,04rswrd78,Iowa State University
150209017,04v7hvq31,Scripps Institution of Oceanography
21449261,02j46qs45,Masaryk University
127328727,00k3ayt93,William Paterson University
197323543,023b0x485,Johannes Gutenberg University Mainz
3017910207,02hb7bm88,Natural Resources Institute Finland
881427289,01tm6cn81,University of Gothenburg
4853710,05fw97k56,Siberian Federal University
205984670,0415vcw02,Czech University of Life Sciences Prague
200763008,033eqas34,University of Giessen
118746106,029zqs055,College of Wooster
166459259,028qtbk54,Shiraz University
52623189,02y18ts25,Bushehr University of Medical Sciences
140172145,02der9h97,University of Connecticut
178645029,05k34t975,Illumina (United States)
126520041,04c4dkn09,University of Science and Technology of China
25757504,01xt2dr21,China University of Mining and Technology
121296143,02m9vrb24,Hunan University of Science and Technology
139660479,00f1zfq44,Central South University
183935753,0220mzb33,Kings College London
4210143278,03bxq7g45,Southwest Watershed Research Center
77216272,0061q5f61,NOAA Air Resources Laboratory
26538001,0264fdx42,San Diego State University
23923803,03yghzc09,University of Exeter
4061448,00c32gy34,Universidad de Sonora
133738476,03hamhx47,University of Massachusetts Lowell
182534213,043pwc612,Universidade do Porto
130438778,04haebc03,Memorial University of Newfoundland
2898336195,03xqtf034,The Netherlands Cancer Institute
2802476451,05cy4wa09,Wellcome Sanger Institute
196349391,032000t02,University of Ulm
4210099379,016731f38,Zimmer Biomet (Germany)
143397708,03pt86f80,Innsbruck Medical University
1850255,02s6k3f65,University of Basel
158937107,03adhka07,Swiss Tropical and Public Health Institute
385303915,01qpw1b93,Wroclaw Medical University
191217947,03vmn1898,NOAA Geophysical Fluid Dynamics Laboratory
1313416372,03zmjc935,US Forest Service
1313003366,04cvvej54,Woodwell Climate Research Center
4210117675,02ks53214,Max Planck Institute for Chemical Ecology
4210142260,03ate3e03,Max Planck Institute for Molecular Genetics
150540706,01w6qp003,University of Veterinary Medicine Vienna
61057504,04kx2sy84,Fujian Agriculture and Forestry University
4210158866,057y6sk36,National Institute of Biomedical Genomics
127439422,00djv2c17,Indian Institute of Science Education and Research Kolkata
2800676788,04g2pxh42,Korea Astronomy and Space Science Institute
4210150094,05qdwtz81,Ludwig Cancer Research
4210117453,02jzgtq86,Dana-Farber Cancer Institute
67206655,04csg5w40,Fielding Graduate University
4210109986,0184qbg02,Parker Institute for Cancer Immunotherapy
1288198617,02e463172,American Cancer Society
107606265,05a0ya142,Broad Institute
168537998,01qat3289,Eli Lilly (United States)
2799612764,00dmmws82,American Childhood Cancer Organization
4210095449,00w52vt71,MUSC Hollings Cancer Center
921990950,02hh7en24,University of Colorado Denver
1334069289,0594s0e67,Carolinas Healthcare System
4210124665,02xbk5j62,Banner - University Medical Center Tucson
138689650,00240q980,University of Padua
4210104507,01ct2ab72,Angeles Clinic and Research Institute
2799810450,020rzx487,Sheba Medical Center
4210119759,02na8dn90,Essen University Hospital
4210111138,01n92vv28,Oncode Institute
4210141868,0506y2b23,"Istituto Nazionale Tumori IRCCS ""Fondazione G. Pascale"""
4210110459,01z1vct10,City of Hope
1285764155,02891sr49,MSD (United States)
2801936213,05rfek682,Kaiser Permanente Oakland Medical Center
39422238,02mpq6x41,University of Illinois at Chicago
16820183,02ys5x139,Illinois College
1285301757,01j7c0b24,Rush University Medical Center
4210152351,0534re684,Max Planck Institute for Evolutionary Biology
155707491,04fnrxr62,Haverford College
867280407,05byvp690,The University of Texas Southwestern Medical Center
4210142318,042x6s220,HTG Molecular Diagnostics (United States)
1279571640,0375f4d26,Alzheimers Association
913958620,057w15z03,Erasmus University Rotterdam
2801952686,018906e22,Erasmus MC
4210123879,02vptss42,Hebrew SeniorLife
97565354,019whta54,University of Lausanne
4210158597,052578691,MRC Epidemiology Unit
4210153238,051snsd81,Icelandic Heart Association
1327191685,04dzdm737,deCODE Genetics (Iceland)
36522303,00r1edq15,University of Greifswald
4210090567,00adh9b73,National Institute of Diabetes and Digestive and Kidney Diseases
4210092939,00fy7kr67,Institute for Integrative and Experimental Genomics
9341345,00t3r8h32,University of Lübeck
123387679,048a87296,Uppsala University
2801780550,02bjh0167,California Pacific Medical Center
4210092991,00fqdfs68,Kuopio University Hospital
57664883,03tzb2h73,Ajou University
139264467,04h9pn542,Seoul National University
4210090236,00baak391,National Human Genome Research Institute
75951250,046ak2485,Freie Universität Berlin
103635307,03nawhv43,"University of California, Riverside"
2799657458,05a90fj07,Ealing Hospital
4210163491,0380w8h49,Ealing Hospital NHS Trust
4210097010,00qdsfq65,Korea National Institute of Health
4210158898,05hygey35,MRC Institute of Genetics and Molecular Medicine
123946342,008rmbt77,Binghamton University
2802335433,040r8fr65,Aarhus University Hospital
2799318839,025vngs54,Greifswald University Hospital
39624965,03tf0c761,Finnish Institute for Health and Welfare
4210137844,02z31g829,Skåne University Hospital
2800394112,02e8hzf44,Helsinki University Hospital
1336263701,01rjnta51,Wellcome Centre for Human Genetics
24185976,011ashp19,Sichuan University
204983213,01yqg2h08,Harbin Institute of Technology
75717288,05m9vrv91,Rogers (United States)
1298453700,046a9q865,Space Science Institute
21370196,02j61yw88,Aristotle University of Thessaloniki
15766117,01faaaf77,University of Graz
44377176,03h3jqn23,European Space Research and Technology Centre
3130643134,0431q3e43,Ensenada Institute of Technology
95674353,02495e989,UCLouvain
1299204452,0329s8h62,Oeschger Centre for Climate Change Research
48296137,012a18r91,Sukachev Institute of Forest
4210093852,00jj3h083,"Institute of Plant and Microbial Biology, Academia Sinica"
72578492,0288qta63,Hartwick College
32625721,010x8gc63,University of Saskatchewan
3131038610,01dhcyx48,Cary Institute of Ecosystem Studies
1344073410,006w34k90,Howard Hughes Medical Institute
2799986158,00fbze943,Arcetri Astrophysical Observatory
2801409098,04kzeme37,Hartebeesthoek Radio Astronomy Observatory
201324441,041zkgm14,University of Ferrara
4210088741,009ywjj88,Clinical Research Institute
4210105663,01mmady97,Deutsches Herzzentrum der Charité
2800191616,02d9ce178,Maastricht University Medical Centre
2802635630,04scgfz75,University Hospital Galway
153718931,03c4mmv16,University of Ottawa
90871651,01pbdzh19,University of Toledo
4210139181,0419gy550,Minamiaoyama Eye Clinic
1323843004,03wefcv03,Sunnybrook Health Science Centre
5388228,022kthw22,University of Rochester
5444425,04fceqm38,Macalester College
141595442,02x2v6p15,University of Bucharest
2799431996,00tcb9k97,New York Eye and Ear Infirmary
169381384,012p63287,University of Groningen
4210110302,01vaykv86,Facial Plastics Surgery Associates
162148367,04teye511,Pontificia Universidad Católica de Chile
79510175,03kk7td41,Cardiff University
4210105767,01pz1d457,Quantum Devices (United States)
95023434,04qzfn040,University of KwaZulu-Natal
103163165,05g3dte14,Florida State University
4210106521,01jgv6w72,National Institute for Theoretical Physics
4210138427,03grsxg62,Computational Physics (United States)
161171246,0053n5071,West Chester University
4210147862,04vh1tq58,Friedrich Miescher Laboratory
149899117,01hhn8329,Max Planck Society
24943067,013q1eq08,Fudan University
90060838,040y9br29,Africa Rice Center
1323638106,023v4bd62,National Agriculture and Food Research Organization
4210156466,053g6zg46,Institute of Crop Science
68618741,03c44v465,Polytechnic University of Bari
70368782,02zvkba47,National University of Comahue
93860229,01nffqt88,Politecnico di Milano
4210090489,00073tb80,State Key Laboratory of Pollution Control and Resource Reuse
4210106872,01tegtn91,Pulp and Paper Research Institute
872623138,02dxgk712,Search for Extraterrestrial Intelligence
4210129531,0377t1328,European Southern Observatory
1302368832,01smpj292,Arizona Department of Health Services
56590836,02bfwt286,Monash University
5681781,00892tw58,University of Adelaide
4210137740,03e3kts03,South Australian Health and Medical Research Institute
4210088875,0053hg536,Arkana Laboratories
4210138181,03bzbh797,UPMC Montefiore
1339091601,0127qs140,Saint Lukes Health System
1340179700,03gzbrs57,NewYork–Presbyterian Hospital
2802542264,04k51q396,University Hospital of Basel
200166805,00j161312,Guys and St Thomas NHS Foundation Trust
1324925910,054gk2851,St Thomas Hospital
78715868,05jbt9m15,University of Arkansas at Fayetteville
157485424,05apxxy63,Korea Advanced Institute of Science and Technology
4210104335,00y0zf565,Institute for Basic Science
196345858,0227as991,Chungnam National University
39063666,03a64bh57,University of Catania
138285227,02tryst02,Agilent Technologies (United States)
4210151747,04yt1rh21,Lifespan
2800041687,04mynmf89,St Vincent Hospital
109654844,03pgm1r86,American College of Cardiology
4210102099,018txrr13,VA Ann Arbor Healthcare System
4210114445,01zcpa714,Michigan Medicine
137473845,008hybe55,Joint Institute for Laboratory Astrophysics
2802806801,02v8jq558,Xerces Society
119234918,02h4qpx12,University of Northern Iowa
4210148502,045e95p45,JourneyCare
4210154954,04hja5e04,State Key Laboratory of Respiratory Disease
74788687,0587ef340,Comenius University Bratislava
126231945,00hswnk62,Queens University Belfast
4210092408,00ff5f522,Toulouse School of Economics
4210139217,03fg2km54,Institute for Advanced Study in Toulouse
16465266,029ycp228,Austral University of Chile
41198531,043bpky34,Nanjing University of Posts and Telecommunications
76569877,04ct4d772,Southeast University
199305430,02afcvw97,Nantong University
45683168,05f8d4e86,Polytechnique Montréal
2799503643,01esghr10,Columbia University Irving Medical Center
4210159790,04nps9965,Institute of Earth Environment
1049131,05v5xnv04,Tung Fang Design Institute
4210160261,05kkfq345,Research Institute for Humanity and Nature
889458895,02zhqgq86,University of Hong Kong
183570559,04gknbs13,National Chiayi University
87445476,017zhmm22,Xian Jiaotong University
36001604,02t2qwf81,University of Peshawar
2801148111,01kta7d96,McLean Hospital
4210128618,036c9yv20,University of Kansas Medical Center
4210159453,04rtaxr13,Center for Rheumatology
4210147155,03t432d20,Pediatrics and Genetics
134446601,02xewxa75,Berkeley College
212119943,04s5mat29,University of Victoria
123576224,03z8jm198,Herzberg Institute of Astrophysics
1282311441,041nk4h53,Lawrence Livermore National Laboratory
899635006,02rx3b187,Université Grenoble Alpes
4210121961,02wtj7z45,Gemini South Observatory
125749732,02grkyz14,Western University
1338124936,03thb3e06,American Museum of Natural History
4210167273,05q79g396,Infrared Processing and Analysis Center
169540460,01ar9e455,The Aerospace Corporation
4210120668,02ed4cj64,Creative Commons
194388944,04v097707,"California State University, Channel Islands"
4210133905,02qm18h86,VA Pittsburgh Healthcare System
4210105504,00yrf4e35,Osservatorio Astrofisico di Torino
2801144803,05m4hh157,Pulkovo Observatory
4210120893,02s2qpg90,Institute of Astronomy and National Astronomical Observatory
2799845340,01qdbbk19,Special Astrophysical Observatory
58918642,02jv3k292,"Sofia University ""St. Kliment Ohridski"""
4210145888,04ndj7y66,Osservatorio Astronomico della Regione Autonoma Valle dAosta
4210160193,054y9c036,Telescopio Nazionale Galileo
22265921,00944ve71,National Central University
4210155633,04t4pcw17,Astronomical Observatory
2800313864,02hnp4676,Astronomical Observatory of Rome
4210103575,01avs2k90,Ulugh Beg Astronomical Institute
1306486109,051sx6d27,Dublin Institute For Advanced Studies
185571130,03q0vrn42,Al-Farabi Kazakh National University
2802362320,02gkgrd84,Abastumani Astrophysical Observatory
141479679,051j8zv27,Osaka Kyoiku University
4210125745,02vv9p907,Nordic Optical Telescope
2799389969,0209dk158,Lowell Observatory
4210150709,05bt7sv47,Instituto de Radioastronomía Milimétrica
165143802,00rqy9422,University of Queensland
4210139912,03zzjb946,Nishinomiya Kyoritsu Neurosurgical Hospital
112089915,020756q03,Chiba Prefectural University of Health Sciences
30290273,04n6qtb21,National Institute of Fitness and Sports in Kanoya
2799342462,04x7hfy59,Naples Community Hospital Healthcare System
2801240073,03vzbgh69,University Medical Center Freiburg
4210096640,00cv4n034,Royal Brompton Hospital
34931013,0187kwz08,National Institute for Health Research
82783531,01h22ap11,Penn State Milton S. Hershey Medical Center
210557978,01s5axj25,Lunenfeld-Tanenbaum Research Institute
1291836623,05deks119,Mount Sinai Hospital
1289437631,0567t7073,Fox Chase Cancer Center
155781252,02b6qw903,University of South Carolina
4210142998,046zezr58,Office of Disease Prevention
4210091794,00fj8a872,Office of the Director
1322918889,05rsv9s98,United States Department of Veterans Affairs
4210096410,00tnycw03,Cancer Support Community
4210115830,01geb0342,Anthem (United States)
4210097447,00xgaya81,Bipartisan Policy Center
4210124242,0370sjj75,Optum (United States)
148244530,01yyxv878,Wingate University
158133745,037msyf12,MGH Institute of Health Professions
76835614,02ymw8z06,University of Missouri
4210113157,024b7e967,Phoenix VA Health Care System
4210154430,058p1kn93,VA Long Beach Healthcare System
4210152177,05fnzzk18,Center for Clinical Research (United States)
2801777058,04byvwj54,Heritage Preservation
1283654650,03n7vd314,Prisma Health
4210092218,00h7y2d26,Sensimetrics Corporation
4210156876,05xcarb80,VA Greater Los Angeles Healthcare System
39555362,01a77tt86,University of Warwick
2802288015,01k7a6660,Hennepin County Medical Center
926076166,033ztpr93,Texas Tech University Health Sciences Center
12315562,0405mnx93,Texas Tech University
125467818,016yv6y68,Dakota State University
57328836,05h1bnb22,North Dakota State University
4210151115,05yc3mk04,Healthy Start
3129270235,006a4jj40,Mount Stromlo Observatory
4210088861,0051xhq65,Chinese Academy of Science South America Center for Astronomy
1282927834,02pammg90,Cedars-Sinai Medical Center
2801954024,02fwden70,Astronomical Observatory of Capodimonte
1284308235,02hfpnk21,Translational Genomics Research Institute
39965400,03rcspa57,Kettering University
2802194831,05a15z872,Samsung Medical Center
848706,04q78tk20,Sungkyunkwan University
100538780,05h7xva58,Wesleyan University
49611733,01egwg173,UK Astronomy Technology Centre
130828816,024mrxd33,University of Leeds
62318514,04mz5ra38,University of Duisburg-Essen
184656255,01qjrx392,University of Liechtenstein
102149020,04dawnj30,University of North Carolina at Charlotte
177605424,028vqfs63,Amherst College
168635309,03yjb2x39,University of Calgary
1310019138,03tpyg842,Michigan Department of Health and Human Services
4210111179,0291ys696,Michigan United
4210135511,044kkfr75,AlbaNova
4210114115,0265w5591,IBM Research - Thomas J. Watson Research Center
17301866,03xrrjk67,University of Alabama
4210160382,05symbg58,INFN Sezione di Pisa
121820613,05ect4e57,Louisiana State University
126820664,022x6qg61,Vassar College
4210093174,00kw1sm04,European Space Astronomy Centre
27559774,03g1q6c06,State University of New York at Geneseo
4210111566,01rx5dh02,RUAG (Switzerland)
122697084,03zm2br59,Centrum Badań Kosmicznych
4210111045,02623eb90,Astrogeology Science Center
4210160179,053pwmv60,V.I. Vernadsky Institute of Geochemistry and Analytical Chemistry
1313323035,05qrfxd25,Russian Academy of Sciences
4210146808,04fm0sh33,Laboratoire de Planétologie et Géosciences
97188460,03gnr7b55,Nantes Université
39387349,00qjgza05,University of Chieti-Pescara
4210116419,02j6gm739,Max Planck Institute for Solar System Research
153473198,04qr5t414,North China Electric Power University
4210165424,01ss14a40,Institute of Pharmacology
162577319,049emcs32,The University of Texas at Dallas
4210123600,02qt1p572,Hôpital Edouard Herriot
4210101162,018gc9r78,Helios Hospital Schwerin
4210094974,00nfw5c37,Istituto Ramazzini
2800061829,05b3hqn14,North York General Hospital
2801253297,05d576879,Southmead Hospital
4210143013,03qwx2883,Puigvert Foundation
4210163752,03xy06m93,Memorial Health System
2802934949,05wg1m734,Radboud University Medical Center
1339509835,04tpp9d61,NorthShore University HealthSystem
84392919,00kx1jb78,Temple University
98813999,009mk5659,American College of Surgeons
1328499231,02z9g9j20,BJC HealthCare
4210104016,014c68a74,St. Louis VA Medical Center
1285204247,01hcyya48,Cincinnati Childrens Hospital Medical Center
118019719,00by1q217,Roche (Switzerland)
1298154867,05q6tgt32,Kennedy Krieger Institute
4210143137,04sq8k219,University of Louisville Hospital
2800817003,058zz0t50,Southern California University for Professional Studies
43579087,031q21x57,University of Wisconsin–Milwaukee
99041443,0432jq872,Mississippi State University
2802094821,042r9xb17,NOAA Atlantic Oceanographic and Meteorological Laboratories
2802992173,02kgve346,NOAA Oceanic and Atmospheric Research
84475105,010jskt71,Embry–Riddle Aeronautical University
113508548,01vme4277,Albany State University
392282,012zs8222,"University at Albany, State University of New York"
107766831,05cvfcr44,National Center for Atmospheric Research
1288214837,04d23a975,United States Naval Research Laboratory
1342547582,026ny0e17,Environment and Climate Change Canada
2800026062,03bz9t645,Bedford Institute of Oceanography
4210120769,0288wcg94,ARC Centre of Excellence for Climate System Science
188329596,04s1nv328,University of Canberra
27841520,03crn0n59,NOAA Pacific Marine Environmental Laboratory
1319261023,02nb3aq72,Monterey Bay Aquarium Research Institute
36685595,0407f1r36,University of Social Sciences and Humanities
16778253,04waf7p94,Instytut Biologii Doświadczalnej im. Marcelego Nenckiego
16365422,02czkny70,Hefei University of Technology
911458345,00q6h8f30,Amsterdam UMC Location VUmc
112289208,02dg0pv02,United Nations Childrens Fund
4210129333,0367sm721,Caribbean Disaster Emergency Management Agency
1334329717,00ae7jd04,World Bank
4210132175,03ezapm74,Fundación Santa Fe de Bogotá
4210093348,00hdf8e67,Jawaharlal Nehru Medical College
25399158,01znkr924,Mahidol University
4210093093,01e4tdn74,Ministry of Agriculture Livestock and Fisheries
4210127845,0357r2107,Ministry of Health
118636833,03sfkwk85,Rockefeller Foundation
4210105654,01f80g185,World Health Organization
4210131185,03fqcyc11,Facultad Latinoamericana de Ciencias Sociales
72227227,03dmz0111,Makerere University
118185606,03gd0dm95,Aga Khan University
881766915,01rxvg760,Nanjing University
